,date,Flu,Influenza,Influenza A virus,Symptoms of influenza,Influenza symptoms,Type A influenza,Flu treatment,Influenza vaccine,Cough,hosp_Alabama,hosp_Alaska,hosp_Arizona,hosp_Arkansas,hosp_California,hosp_Colorado,hosp_Connecticut,hosp_Delaware,hosp_District of Columbia,hosp_Florida,hosp_Georgia,hosp_Hawaii,hosp_Idaho,hosp_Illinois,hosp_Indiana,hosp_Iowa,hosp_Kansas,hosp_Kentucky,hosp_Louisiana,hosp_Maine,hosp_Maryland,hosp_Massachusetts,hosp_Michigan,hosp_Minnesota,hosp_Mississippi,hosp_Missouri,hosp_Montana,hosp_Nebraska,hosp_Nevada,hosp_New Hampshire,hosp_New Jersey,hosp_New Mexico,hosp_New York,hosp_North Carolina,hosp_North Dakota,hosp_Ohio,hosp_Oklahoma,hosp_Oregon,hosp_Pennsylvania,hosp_Puerto Rico,hosp_Rhode Island,hosp_South Carolina,hosp_South Dakota,hosp_Tennessee,hosp_Texas,hosp_US,hosp_Utah,hosp_Vermont,hosp_Virginia,hosp_Washington,hosp_West Virginia,hosp_Wisconsin,hosp_Wyoming,file_name
10,2015-09-12,102.71428571428572,3200.428571428572,760.4285714285714,3.571428571428572,1.2857142857142858,0.8571428571428571,4.714285714285714,640.7142857142857,897.1428571428571,0.0,0.0,0.0,0.0,105.0,11.0,0.0,0.0,9.0,9.0,0.0,5.0,0.0,49.0,0.0,0.0,0.0,3.0,19.0,0.0,85.0,0.0,166.0,0.0,12.0,0.0,0.0,50.0,6.0,0.0,0.0,7.0,0.0,22.0,0.0,0.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,265.0,904.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
11,2015-09-19,115.28571428571428,3816.571428571429,633.0,2.857142857142857,0.8571428571428571,1.0,6.571428571428571,770.5714285714286,881.7142857142857,0.0,2.0,0.0,2.0,94.0,8.0,0.0,0.0,10.0,14.0,0.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,22.0,0.0,66.0,0.0,174.0,0.0,7.0,2.0,1.0,42.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,,0.0,0.0,0.0,0.0,290.0,1306.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
12,2015-09-26,116.0,3345.285714285714,631.4285714285714,1.4285714285714286,0.8571428571428571,0.1428571428571428,1.5714285714285714,967.5714285714286,851.0,10.0,0.0,2.0,0.0,191.0,6.0,55.0,0.0,8.0,27.0,0.0,7.0,0.0,59.0,0.0,0.0,0.0,3.0,27.0,0.0,79.0,0.0,97.0,0.0,10.0,0.0,0.0,46.0,0.0,0.0,0.0,21.0,0.0,128.0,0.0,42.0,13.0,0.0,0.0,,0.0,0.0,2.0,0.0,339.0,1641.0,8.0,21.0,22.0,0.0,3.0,0.0,0.0,hospitalizations-2025-02-12.csv
13,2015-10-03,128.28571428571428,3708.714285714286,668.4285714285714,1.7142857142857142,6.285714285714286,0.1428571428571428,1.8571428571428568,1310.7142857142858,906.4285714285714,11.0,0.0,0.0,27.0,43.0,14.0,8.0,8.0,8.0,81.0,0.0,2.0,3.0,54.0,19.0,0.0,0.0,4.0,27.0,10.0,0.0,0.0,85.0,0.0,17.0,37.0,2.0,0.0,3.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,43.0,0.0,6.0,21.0,0.0,0.0,3.0,0.0,125.0,1005.0,12.0,9.0,21.0,26.0,0.0,11.0,1.0,hospitalizations-2025-02-12.csv
14,2015-10-10,130.57142857142858,3825.714285714286,634.7142857142857,1.4285714285714286,1.7142857142857142,0.0,0.5714285714285714,1496.428571428571,945.2857142857144,15.0,2.0,7.0,25.0,121.0,10.0,9.0,0.0,10.0,61.0,0.0,9.0,3.0,70.0,17.0,0.0,4.0,0.0,35.0,2.0,0.0,4.0,92.0,1.0,23.0,53.0,2.0,2.0,11.0,0.0,12.0,11.0,0.0,29.0,0.0,28.0,33.0,0.0,23.0,30.0,1.0,3.0,7.0,0.0,165.0,1407.0,16.0,9.0,22.0,15.0,3.0,36.0,2.0,hospitalizations-2025-02-12.csv
15,2015-10-17,134.42857142857142,3903.857142857143,674.8571428571429,0.5714285714285714,1.5714285714285714,0.0,1.5714285714285714,1427.7142857142858,935.4285714285714,11.0,1.0,11.0,29.0,121.0,0.0,12.0,12.0,9.0,52.0,0.0,9.0,8.0,82.0,23.0,0.0,3.0,6.0,37.0,10.0,0.0,26.0,109.0,0.0,37.0,30.0,2.0,3.0,9.0,0.0,27.0,10.0,0.0,11.0,0.0,5.0,37.0,0.0,0.0,45.0,0.0,4.0,1.0,0.0,229.0,1608.0,16.0,6.0,34.0,13.0,0.0,0.0,0.0,hospitalizations-2025-02-12.csv
16,2015-10-24,131.57142857142858,3831.857142857143,653.8571428571429,1.4285714285714286,2.857142857142857,0.0,1.0,1441.142857142857,976.5714285714286,56.0,0.0,0.0,31.0,132.0,23.0,26.0,22.0,12.0,75.0,6.0,9.0,0.0,99.0,33.0,0.0,14.0,11.0,46.0,4.0,0.0,6.0,81.0,32.0,43.0,46.0,0.0,5.0,10.0,1.0,26.0,11.0,23.0,8.0,0.0,9.0,46.0,0.0,16.0,13.0,2.0,12.0,1.0,0.0,174.0,2043.0,23.0,7.0,39.0,36.0,4.0,28.0,0.0,hospitalizations-2025-02-12.csv
17,2015-10-31,118.42857142857144,3779.142857142857,581.4285714285714,1.1428571428571428,2.0,0.0,0.8571428571428571,1334.2857142857142,1047.428571428571,51.0,0.0,10.0,44.0,210.0,3.0,40.0,17.0,8.0,70.0,23.0,10.0,2.0,115.0,26.0,4.0,16.0,18.0,47.0,0.0,0.0,13.0,92.0,45.0,47.0,33.0,2.0,0.0,12.0,2.0,21.0,13.0,18.0,21.0,3.0,12.0,46.0,0.0,23.0,42.0,5.0,11.0,4.0,0.0,198.0,2244.0,15.0,5.0,49.0,28.0,3.0,31.0,2.0,hospitalizations-2025-02-12.csv
18,2015-11-07,127.28571428571428,4016.142857142857,586.4285714285714,1.4285714285714286,2.2857142857142856,0.7142857142857143,0.2857142857142857,1296.2857142857142,1049.7142857142858,63.0,0.0,19.0,36.0,320.0,16.0,41.0,19.0,15.0,136.0,33.0,11.0,0.0,108.0,34.0,2.0,19.0,19.0,58.0,0.0,0.0,18.0,119.0,21.0,49.0,42.0,0.0,1.0,20.0,6.0,19.0,14.0,41.0,33.0,0.0,35.0,67.0,0.0,12.0,16.0,1.0,9.0,7.0,0.0,281.0,2646.0,15.0,9.0,44.0,5.0,6.0,38.0,2.0,hospitalizations-2025-02-12.csv
19,2015-11-14,144.0,3961.142857142857,624.1428571428571,0.7142857142857143,3.571428571428572,0.0,0.2857142857142857,1125.142857142857,1031.428571428571,63.0,0.0,13.0,31.0,320.0,7.0,22.0,20.0,17.0,97.0,40.0,11.0,9.0,109.0,34.0,0.0,8.0,14.0,58.0,6.0,2.0,27.0,137.0,0.0,53.0,46.0,6.0,5.0,17.0,4.0,16.0,19.0,33.0,50.0,0.0,39.0,64.0,1.0,32.0,0.0,0.0,2.0,10.0,5.0,381.0,2813.0,12.0,10.0,45.0,10.0,10.0,18.0,0.0,hospitalizations-2025-02-12.csv
20,2015-11-21,126.14285714285714,4017.857142857143,569.8571428571429,1.2857142857142858,2.2857142857142856,0.2857142857142857,0.5714285714285714,1044.142857142857,1125.571428571429,75.0,0.0,33.0,38.0,261.0,22.0,7.0,14.0,19.0,140.0,63.0,15.0,12.0,127.0,26.0,0.0,24.0,8.0,52.0,0.0,0.0,20.0,136.0,0.0,55.0,63.0,5.0,1.0,21.0,4.0,40.0,20.0,51.0,29.0,0.0,35.0,56.0,2.0,0.0,7.0,3.0,25.0,6.0,20.0,473.0,3148.0,33.0,10.0,57.0,0.0,4.0,40.0,4.0,hospitalizations-2025-02-12.csv
21,2015-11-28,123.85714285714286,3828.142857142857,523.8571428571429,1.5714285714285714,1.0,0.4285714285714285,0.5714285714285714,867.2857142857143,1144.0,78.0,0.0,38.0,50.0,433.0,19.0,13.0,18.0,25.0,237.0,118.0,7.0,11.0,183.0,63.0,0.0,21.0,0.0,77.0,20.0,22.0,48.0,244.0,29.0,64.0,71.0,4.0,4.0,34.0,3.0,58.0,19.0,65.0,105.0,2.0,81.0,47.0,0.0,64.0,2.0,3.0,26.0,13.0,32.0,577.0,4354.0,34.0,9.0,69.0,59.0,15.0,40.0,1.0,hospitalizations-2025-02-12.csv
22,2015-12-05,117.71428571428572,4081.285714285714,635.5714285714286,0.5714285714285714,2.571428571428572,0.2857142857142857,0.2857142857142857,842.7142857142857,1097.2857142857142,125.0,0.0,36.0,49.0,331.0,51.0,14.0,21.0,33.0,158.0,119.0,10.0,3.0,190.0,45.0,1.0,25.0,20.0,81.0,9.0,7.0,26.0,215.0,35.0,71.0,87.0,8.0,1.0,30.0,1.0,40.0,18.0,59.0,78.0,1.0,53.0,78.0,15.0,62.0,9.0,5.0,54.0,11.0,65.0,613.0,4655.0,66.0,14.0,73.0,33.0,13.0,34.0,3.0,hospitalizations-2025-02-12.csv
23,2015-12-12,119.28571428571428,3987.142857142857,666.1428571428571,0.7142857142857143,2.0,0.0,0.8571428571428571,721.0,1109.7142857142858,134.0,5.0,35.0,33.0,495.0,56.0,24.0,17.0,22.0,176.0,117.0,18.0,13.0,242.0,74.0,3.0,34.0,15.0,98.0,13.0,10.0,63.0,186.0,17.0,75.0,103.0,8.0,4.0,37.0,3.0,4.0,23.0,72.0,107.0,6.0,58.0,74.0,25.0,93.0,0.0,2.0,45.0,10.0,64.0,726.0,5258.0,62.0,10.0,86.0,46.0,10.0,79.0,3.0,hospitalizations-2025-02-12.csv
24,2015-12-19,108.42857142857144,3701.285714285714,595.1428571428571,1.1428571428571428,2.2857142857142856,0.1428571428571428,1.4285714285714286,580.7142857142857,1085.7142857142858,147.0,17.0,73.0,59.0,635.0,73.0,27.0,25.0,30.0,276.0,212.0,22.0,44.0,271.0,152.0,10.0,58.0,26.0,81.0,15.0,0.0,70.0,247.0,87.0,95.0,180.0,15.0,8.0,64.0,1.0,38.0,33.0,125.0,169.0,11.0,77.0,82.0,75.0,185.0,8.0,2.0,86.0,14.0,128.0,1199.0,6698.0,64.0,18.0,113.0,59.0,17.0,53.0,5.0,hospitalizations-2025-02-12.csv
25,2015-12-26,107.85714285714286,3370.5714285714284,562.5714285714286,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,458.1428571428572,1068.142857142857,156.0,27.0,81.0,117.0,1301.0,115.0,30.0,44.0,49.0,414.0,301.0,10.0,96.0,439.0,270.0,14.0,103.0,55.0,156.0,17.0,109.0,116.0,328.0,161.0,105.0,247.0,81.0,13.0,140.0,13.0,59.0,54.0,384.0,310.0,18.0,177.0,111.0,151.0,321.0,0.0,6.0,89.0,20.0,251.0,1394.0,9947.0,144.0,26.0,161.0,166.0,30.0,164.0,9.0,hospitalizations-2025-02-12.csv
26,2016-01-02,126.14285714285714,4473.857142857143,711.8571428571429,1.0,1.5714285714285714,0.1428571428571428,0.8571428571428571,477.8571428571428,1215.7142857142858,146.0,21.0,97.0,132.0,1305.0,111.0,29.0,26.0,69.0,280.0,179.0,19.0,111.0,433.0,204.0,16.0,96.0,71.0,142.0,17.0,111.0,123.0,343.0,154.0,98.0,221.0,42.0,15.0,114.0,9.0,142.0,63.0,380.0,274.0,13.0,212.0,103.0,179.0,343.0,0.0,12.0,84.0,19.0,227.0,1040.0,9445.0,91.0,25.0,185.0,175.0,46.0,103.0,10.0,hospitalizations-2025-02-12.csv
27,2016-01-09,149.28571428571428,4641.571428571428,912.4285714285714,0.8571428571428571,2.0,0.0,0.5714285714285714,560.1428571428571,1323.0,108.0,18.0,87.0,102.0,1146.0,87.0,29.0,28.0,47.0,240.0,85.0,26.0,93.0,325.0,180.0,18.0,86.0,63.0,124.0,17.0,48.0,72.0,311.0,114.0,75.0,157.0,30.0,14.0,88.0,23.0,110.0,58.0,231.0,191.0,13.0,166.0,109.0,131.0,292.0,0.0,15.0,69.0,21.0,197.0,753.0,7904.0,82.0,24.0,196.0,187.0,52.0,108.0,10.0,hospitalizations-2025-02-12.csv
28,2016-01-16,129.28571428571428,4851.0,1163.2857142857142,0.4285714285714285,3.7142857142857135,0.1428571428571428,2.4285714285714284,561.8571428571429,1371.0,84.0,13.0,152.0,92.0,1130.0,74.0,34.0,32.0,21.0,233.0,64.0,23.0,64.0,270.0,154.0,22.0,100.0,57.0,115.0,21.0,77.0,112.0,247.0,143.0,56.0,141.0,19.0,16.0,70.0,26.0,113.0,52.0,356.0,230.0,13.0,149.0,115.0,126.0,270.0,0.0,21.0,29.0,16.0,174.0,601.0,7502.0,77.0,17.0,219.0,159.0,58.0,109.0,11.0,hospitalizations-2025-02-12.csv
29,2016-01-23,146.14285714285714,5284.285714285715,1359.428571428571,1.8571428571428568,1.2857142857142858,0.1428571428571428,1.2857142857142858,597.0,1303.571428571429,103.0,9.0,180.0,97.0,1286.0,66.0,50.0,52.0,23.0,330.0,53.0,42.0,45.0,247.0,174.0,18.0,95.0,47.0,94.0,29.0,66.0,106.0,259.0,150.0,53.0,137.0,11.0,25.0,50.0,27.0,72.0,43.0,372.0,226.0,12.0,165.0,114.0,94.0,320.0,4.0,14.0,40.0,17.0,160.0,567.0,7368.0,75.0,30.0,204.0,173.0,62.0,139.0,10.0,hospitalizations-2025-02-12.csv
30,2016-01-30,144.0,5718.0,1820.142857142857,2.0,1.4285714285714286,0.2857142857142857,1.5714285714285714,580.4285714285714,1184.571428571429,86.0,9.0,159.0,106.0,1036.0,61.0,80.0,33.0,22.0,283.0,55.0,39.0,40.0,181.0,157.0,17.0,88.0,38.0,85.0,33.0,62.0,95.0,242.0,115.0,51.0,136.0,3.0,17.0,56.0,15.0,132.0,43.0,405.0,212.0,7.0,151.0,139.0,55.0,288.0,14.0,15.0,48.0,21.0,133.0,525.0,6363.0,57.0,26.0,175.0,134.0,43.0,70.0,9.0,hospitalizations-2025-02-12.csv
31,2016-02-06,134.57142857142858,5884.428571428572,2008.4285714285716,1.5714285714285714,2.142857142857143,0.8571428571428571,0.5714285714285714,597.2857142857143,1185.7142857142858,72.0,7.0,138.0,79.0,881.0,59.0,81.0,39.0,22.0,298.0,15.0,45.0,32.0,149.0,120.0,13.0,62.0,37.0,70.0,33.0,80.0,125.0,236.0,95.0,44.0,109.0,9.0,16.0,45.0,23.0,123.0,32.0,478.0,138.0,10.0,106.0,134.0,46.0,250.0,17.0,19.0,22.0,18.0,125.0,461.0,5761.0,55.0,22.0,152.0,128.0,33.0,131.0,7.0,hospitalizations-2025-02-12.csv
32,2016-02-13,144.71428571428572,5831.714285714285,2042.571428571429,1.1428571428571428,1.0,0.1428571428571428,1.1428571428571428,533.5714285714286,1164.428571428571,56.0,8.0,117.0,64.0,748.0,47.0,55.0,30.0,15.0,208.0,15.0,47.0,16.0,139.0,91.0,11.0,48.0,28.0,56.0,29.0,60.0,99.0,241.0,94.0,39.0,93.0,3.0,9.0,32.0,8.0,119.0,41.0,370.0,165.0,3.0,116.0,69.0,19.0,198.0,20.0,15.0,24.0,18.0,98.0,445.0,4990.0,55.0,20.0,143.0,109.0,34.0,91.0,7.0,hospitalizations-2025-02-12.csv
33,2016-02-20,166.71428571428572,6658.571428571428,2594.714285714286,1.4285714285714286,3.0,0.2857142857142857,1.5714285714285714,591.2857142857143,1228.7142857142858,23.0,1.0,92.0,51.0,721.0,32.0,73.0,25.0,18.0,190.0,0.0,68.0,23.0,147.0,93.0,9.0,46.0,29.0,49.0,30.0,25.0,81.0,256.0,121.0,26.0,74.0,6.0,3.0,20.0,14.0,73.0,28.0,213.0,102.0,9.0,80.0,90.0,23.0,180.0,3.0,11.0,12.0,16.0,51.0,421.0,4421.0,64.0,16.0,117.0,118.0,27.0,116.0,7.0,hospitalizations-2025-02-12.csv
34,2016-02-27,160.28571428571428,6912.285714285715,2826.714285714286,1.5714285714285714,3.571428571428572,0.4285714285714285,1.1428571428571428,602.7142857142857,1101.857142857143,30.0,2.0,91.0,42.0,596.0,38.0,59.0,26.0,20.0,115.0,0.0,57.0,19.0,143.0,80.0,4.0,44.0,14.0,48.0,23.0,27.0,63.0,189.0,84.0,26.0,72.0,3.0,0.0,22.0,9.0,83.0,19.0,157.0,101.0,2.0,98.0,71.0,0.0,167.0,10.0,6.0,0.0,14.0,46.0,436.0,3651.0,41.0,20.0,104.0,27.0,21.0,129.0,5.0,hospitalizations-2025-02-12.csv
35,2016-03-05,164.42857142857142,6605.857142857143,2818.714285714286,1.4285714285714286,1.2857142857142858,0.2857142857142857,0.4285714285714285,528.5714285714286,1040.2857142857142,24.0,2.0,67.0,43.0,479.0,29.0,60.0,27.0,17.0,127.0,0.0,52.0,30.0,115.0,50.0,2.0,28.0,8.0,52.0,25.0,17.0,69.0,227.0,101.0,26.0,60.0,7.0,5.0,19.0,7.0,84.0,15.0,196.0,92.0,4.0,83.0,64.0,2.0,140.0,0.0,7.0,0.0,18.0,58.0,412.0,3584.0,58.0,16.0,92.0,44.0,17.0,111.0,5.0,hospitalizations-2025-02-12.csv
36,2016-03-12,141.57142857142858,6202.428571428572,2833.285714285714,1.1428571428571428,2.857142857142857,0.2857142857142857,0.7142857142857143,520.5714285714286,1014.8571428571428,16.0,0.0,48.0,29.0,327.0,29.0,41.0,19.0,18.0,109.0,0.0,36.0,8.0,134.0,49.0,2.0,39.0,1.0,32.0,19.0,0.0,66.0,210.0,79.0,8.0,79.0,0.0,7.0,20.0,13.0,79.0,15.0,215.0,66.0,3.0,55.0,56.0,0.0,154.0,0.0,10.0,8.0,10.0,28.0,393.0,3282.0,43.0,17.0,67.0,37.0,9.0,96.0,2.0,hospitalizations-2025-02-12.csv
37,2016-03-19,116.14285714285714,5440.857142857143,2104.1428571428573,0.4285714285714285,4.142857142857143,0.2857142857142857,0.7142857142857143,503.4285714285714,905.7142857142856,6.0,1.0,46.0,15.0,358.0,15.0,69.0,20.0,22.0,72.0,0.0,16.0,10.0,102.0,51.0,3.0,22.0,0.0,39.0,15.0,5.0,85.0,203.0,90.0,11.0,52.0,2.0,1.0,18.0,6.0,85.0,15.0,262.0,59.0,1.0,40.0,54.0,14.0,148.0,4.0,12.0,0.0,7.0,31.0,357.0,3450.0,45.0,17.0,70.0,58.0,8.0,119.0,0.0,hospitalizations-2025-02-12.csv
38,2016-03-26,112.14285714285714,4737.571428571428,1833.571428571429,0.0,1.8571428571428568,0.2857142857142857,0.5714285714285714,487.7142857142857,859.2857142857143,5.0,2.0,26.0,5.0,210.0,13.0,68.0,23.0,34.0,41.0,0.0,20.0,1.0,142.0,19.0,0.0,6.0,2.0,34.0,18.0,1.0,76.0,166.0,73.0,6.0,57.0,0.0,0.0,15.0,1.0,114.0,15.0,346.0,36.0,2.0,41.0,41.0,6.0,176.0,15.0,11.0,2.0,8.0,36.0,342.0,3383.0,36.0,15.0,71.0,45.0,2.0,94.0,0.0,hospitalizations-2025-02-12.csv
39,2016-04-02,109.0,4537.285714285715,1506.7142857142858,0.7142857142857143,4.0,0.4285714285714285,0.4285714285714285,528.1428571428571,845.5714285714286,0.0,2.0,32.0,4.0,218.0,14.0,67.0,24.0,25.0,59.0,0.0,20.0,26.0,132.0,16.0,0.0,12.0,5.0,36.0,20.0,30.0,102.0,160.0,92.0,11.0,66.0,6.0,0.0,10.0,7.0,93.0,13.0,393.0,31.0,1.0,40.0,43.0,2.0,192.0,8.0,16.0,1.0,6.0,0.0,320.0,3416.0,40.0,20.0,67.0,35.0,5.0,66.0,0.0,hospitalizations-2025-02-12.csv
40,2016-04-09,106.28571428571428,4530.714285714285,1292.0,1.8571428571428568,2.857142857142857,0.0,0.7142857142857143,591.7142857142857,816.8571428571429,0.0,1.0,44.0,8.0,156.0,15.0,68.0,22.0,16.0,63.0,0.0,11.0,17.0,131.0,0.0,0.0,3.0,0.0,33.0,20.0,22.0,118.0,124.0,45.0,6.0,23.0,0.0,0.0,13.0,10.0,119.0,16.0,399.0,44.0,2.0,47.0,42.0,2.0,148.0,0.0,21.0,2.0,7.0,0.0,348.0,3249.0,35.0,19.0,65.0,23.0,5.0,96.0,0.0,hospitalizations-2025-02-12.csv
